console,genre,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year
GEN,Fighting,7.5,2.39,1.78,0.04,0.53,0.08,1994
X360,Action,7.0,2.38,1.48,0.04,0.7,0.21,2011
N64,Fighting,7.5,2.38,1.94,0.03,0.39,0.02,1998
PS2,Action,5.9,2.37,0.96,0.04,1.08,0.3,2004
PS3,Sports,8.5,2.37,2.03,0.04,0.13,0.21,2009
X360,Sports,8.7,2.37,2.18,0.04,0.01,0.18,2007
PS2,Sports,7.5,2.37,1.25,0.01,0.86,0.26,2004
PS3,Misc,8.1,2.36,1.39,0.04,0.64,0.33,2009
XOne,Shooter,7.5,2.35,1.66,0.04,0.47,0.23,2017
Wii,Adventure,7.8,2.35,1.51,0.04,0.62,0.22,2008
X360,Action,7.5,2.34,1.26,0.04,0.87,0.21,2013
PS2,Fighting,7.5,2.34,0.92,0.01,0.0,1.41,2007
PS4,Role-Playing,8.6,2.34,1.07,0.08,0.8,0.38,2014
X360,Sports,6.6,2.33,1.38,0.02,0.72,0.21,2011
X360,Sports,7.8,2.33,2.02,0.04,0.07,0.25,2013
PS,Action,6.0,2.32,0.79,0.04,1.35,0.14,1998
Wii,Sports,7.1,2.32,1.18,0.04,0.9,0.24,2008
XOne,Action,8.3,2.32,1.51,0.04,0.59,0.22,2013
PS,Sports,7.5,2.31,1.65,0.1,0.46,0.1,1998
PS,Racing,7.5,2.31,1.58,0.04,0.64,0.09,1999
X360,Simulation,8.0,2.31,1.28,0.0,0.82,0.2,2010
PS3,Action,8.0,2.31,1.02,0.04,0.93,0.36,2007
PS2,Shooter,7.5,2.31,0.85,0.09,1.06,0.32,2004
PS3,Action,6.7,2.29,1.08,0.15,0.74,0.32,2011
PC,Adventure,8.2,2.29,0.91,0.04,1.25,0.13,1997
DS,Adventure,8.0,2.29,1.07,0.04,1.0,0.22,2010
PS3,Sports,7.0,2.28,0.3,0.46,1.27,0.26,2009
XB,Racing,8.0,2.28,1.38,0.04,0.8,0.1,2004
PS2,Sports,7.5,2.28,0.38,0.01,0.07,1.82,2008
PS3,Sports,7.8,2.27,1.93,0.04,0.15,0.18,2011
PS2,Shooter,7.5,2.27,2.18,0.04,0.07,0.02,2005
PS3,Shooter,7.5,2.27,1.06,0.1,0.75,0.36,2012
PS4,Action-Adventure,6.8,2.26,0.89,0.04,0.97,0.37,2016
PS4,Sports,7.5,2.25,1.58,0.04,0.25,0.41,2014
PS3,Misc,8.2,2.25,1.4,0.02,0.53,0.3,2007
Wii,Misc,7.5,2.25,1.52,0.04,0.54,0.19,2010
PS,Sports,7.5,2.25,1.52,0.2,0.46,0.08,1997
GBA,Platform,7.5,2.24,1.19,0.22,0.71,0.13,2002
Wii,Shooter,6.8,2.24,1.17,0.04,0.84,0.23,2006
PS2,Simulation,7.5,2.23,1.09,0.04,0.85,0.28,2009
NES,Action,7.5,2.23,1.74,0.21,0.25,0.03,1990
GBA,Platform,7.5,2.23,1.29,0.04,0.83,0.11,2001
PS2,Adventure,9.0,2.22,0.88,0.04,1.03,0.31,2003
XOne,Sports,7.5,2.22,0.56,0.04,1.5,0.16,2018
PS4,Shooter,7.5,2.22,0.8,0.16,0.93,0.34,2018
PS3,Action,6.8,2.22,1.01,0.04,0.86,0.35,2008
PS3,Sports,7.5,2.22,1.45,0.04,0.34,0.39,2013
X360,Misc,9.2,2.21,2.01,0.04,0.02,0.17,2007
PS4,Sports,7.5,2.21,1.63,0.04,0.18,0.41,2018
X360,Misc,9.2,2.2,1.78,0.04,0.24,0.18,2008
DS,Adventure,7.5,2.2,1.4,0.04,0.6,0.21,2008
X360,Racing,8.8,2.2,1.03,0.0,0.96,0.21,2010
X360,Shooter,8.6,2.2,1.45,0.02,0.54,0.2,2010
NES,Sports,7.5,2.2,0.15,2.05,0.04,0.01,1988
DS,Puzzle,7.3,2.2,1.06,0.04,0.9,0.23,2007
XOne,Sports,7.9,2.19,0.64,0.04,1.39,0.16,2014
Wii,Platform,7.5,2.19,1.23,0.04,0.77,0.19,2013
PS3,Sports,7.5,2.19,0.34,0.55,0.97,0.32,2011
XB,Role-Playing,9.4,2.19,1.68,0.04,0.44,0.08,2003
X360,Role-Playing,8.1,2.19,1.3,0.01,0.67,0.21,2010
PS4,Shooter,7.5,2.18,0.97,0.05,0.8,0.36,2015
PS4,Racing,5.8,2.18,0.62,0.04,1.18,0.34,2017
PS2,Racing,8.7,2.18,1.92,0.04,0.2,0.06,2002
PS4,Racing,7.5,2.17,0.75,0.03,1.04,0.35,2013
XOne,Shooter,7.5,2.17,1.29,0.04,0.69,0.2,2017
PS4,Platform,7.5,2.17,0.75,0.04,1.07,0.35,2018
Wii,Sports,6.0,2.16,1.5,0.04,0.46,0.19,2009
PC,Simulation,7.5,2.16,1.23,0.04,0.83,0.1,2001
PS4,Misc,7.5,2.16,0.36,0.09,1.4,0.32,2016
PS,Shooter,7.5,2.15,1.5,0.02,0.55,0.08,2000
PS4,Shooter,7.5,2.15,0.72,0.14,0.97,0.33,2015
PSP,Shooter,6.1,2.14,0.52,0.04,1.03,0.59,2007
PC,Simulation,8.0,2.14,1.2,0.04,0.84,0.1,1993
PS3,Sports,9.0,2.13,1.62,0.05,0.27,0.18,2011
PS2,Simulation,7.5,2.13,1.04,0.04,0.81,0.27,2004
2600,Shooter,7.5,2.13,1.99,0.04,0.12,0.02,1982
PS3,Shooter,8.2,2.12,1.22,0.04,0.61,0.29,2009
X360,Fighting,8.6,2.12,1.64,0.04,0.31,0.17,2011
N64,Sports,9.3,2.11,1.68,0.04,0.4,0.03,2000
PS2,Racing,8.7,2.11,1.68,0.02,0.31,0.09,2002
PS3,Sports,7.7,2.11,0.11,0.4,1.34,0.26,2008
X360,Sports,8.8,2.11,1.86,0.01,0.12,0.13,2010
PS2,Platform,7.5,2.1,1.17,0.04,0.72,0.22,2002
XOne,Shooter,7.5,2.09,1.26,0.04,0.65,0.19,2013
PS2,Action,7.5,2.09,1.26,0.05,0.6,0.18,2003
X360,Sports,7.5,2.09,1.8,0.04,0.06,0.22,2014
PS3,Adventure,9.0,2.09,0.62,0.13,0.99,0.34,2010
PSP,Racing,7.4,2.09,1.77,0.02,0.13,0.17,2005
Wii,Music,7.5,2.09,1.0,0.04,0.91,0.18,2014
PS2,Puzzle,7.5,2.08,1.11,0.04,0.71,0.27,2002
PSP,Action,8.6,2.08,0.46,0.96,0.42,0.25,2010
Wii,Misc,8.2,2.08,1.33,0.04,0.56,0.2,2008
PC,Strategy,8.1,2.08,2.04,0.04,0.04,0.01,1999
Wii,Misc,7.5,2.08,1.94,0.04,0.04,0.14,2010
X360,Shooter,9.6,2.08,1.41,0.01,0.49,0.17,2011
X360,Fighting,8.4,2.07,1.48,0.0,0.39,0.19,2009
PS,Shooter,7.5,2.07,1.54,0.04,0.46,0.08,2002
Wii,Simulation,7.5,2.07,1.35,0.04,0.53,0.19,2007
PS4,Adventure,7.5,2.07,0.61,0.05,1.08,0.32,2016
DS,Simulation,4.8,2.07,0.92,0.04,0.93,0.22,2006
X360,Shooter,8.8,2.06,1.84,0.01,0.04,0.16,2005
PS,Racing,9.1,2.06,0.68,0.79,0.46,0.13,1999
GBA,Action,5.4,2.06,1.15,0.04,0.77,0.1,2004
DS,Action,7.5,2.06,0.89,0.02,0.95,0.21,2010
PS3,Action,7.5,2.06,0.59,0.07,1.08,0.32,2012
X360,Action,8.6,2.06,1.2,0.04,0.62,0.19,2010
PS3,Racing,5.9,2.06,0.63,0.05,1.01,0.38,2008
NES,Sports,7.5,2.05,0.12,2.05,0.04,0.01,1989
PS3,Role-Playing,9.0,2.05,0.75,0.54,0.53,0.22,2011
PS3,Fighting,7.6,2.05,1.52,0.04,0.29,0.25,2008
PS4,MMO,7.5,2.05,0.74,0.04,0.98,0.33,2015
X360,Racing,7.1,2.05,1.04,0.01,0.79,0.21,2007
GEN,Sports,7.5,2.05,1.75,0.04,0.25,0.05,1993
PS2,Shooter,7.5,2.04,1.74,0.04,0.02,0.28,2006
PS4,Role-Playing,9.5,2.04,0.29,1.43,0.22,0.1,2018
X360,Racing,8.6,2.04,0.48,0.02,1.28,0.25,2007
PS3,Racing,7.2,2.04,0.73,0.04,0.91,0.36,2007
XOne,Sports,8.8,2.04,1.7,0.04,0.12,0.21,2016
X360,Music,8.6,2.04,1.45,0.01,0.41,0.16,2011
DS,Misc,7.5,2.04,1.22,0.04,0.63,0.19,2008
PS4,Action,7.5,2.04,0.82,0.06,0.84,0.33,2017
PS2,Action,7.5,2.04,0.71,0.04,1.02,0.31,2005
PS3,Sports,7.5,2.04,1.62,0.04,0.03,0.38,2013
PS2,Sports,7.5,2.03,1.57,0.04,0.18,0.27,2003
PS3,Sports,7.5,2.03,0.79,0.04,0.93,0.32,2010
Wii,Misc,7.1,2.03,0.72,0.04,1.08,0.23,2008
PS3,Simulation,8.1,2.03,0.73,0.02,0.96,0.31,2010
XOne,Sports,7.7,2.02,1.67,0.04,0.14,0.21,2017
PS4,Sports,8.7,2.02,0.37,0.04,1.34,0.31,2016
X360,Misc,5.5,2.02,1.47,0.04,0.39,0.16,2011
PS3,Racing,6.3,2.01,0.58,0.03,1.05,0.35,2011
X360,Shooter,7.5,2.01,1.36,0.04,0.47,0.19,2015
DS,Puzzle,6.9,2.0,0.48,0.04,1.27,0.24,2007
PS3,Shooter,8.9,2.0,1.05,0.04,0.66,0.29,2008
PS,Action,8.8,1.99,0.95,0.27,0.64,0.13,1998
GBA,Adventure,7.2,1.99,1.21,0.05,0.64,0.09,2002
X360,Fighting,7.6,1.99,1.58,0.04,0.23,0.18,2008
PS,Adventure,7.5,1.98,0.75,0.02,1.09,0.12,2002
PS4,Action-Adventure,7.5,1.98,0.53,0.09,1.07,0.3,2015
PS4,Action,7.5,1.97,0.62,0.01,1.02,0.31,2016
2600,Action,7.5,1.97,1.84,0.04,0.11,0.02,1982
X360,Action,7.5,1.97,1.12,0.07,0.61,0.16,2012
X360,Shooter,7.5,1.97,1.22,0.02,0.55,0.18,2013
PS2,Platform,7.5,1.97,0.74,0.04,0.95,0.28,2002
PSP,Sports,8.4,1.96,0.5,0.63,0.5,0.33,2005
PS3,Action,7.5,1.96,0.77,0.01,0.85,0.32,2013
PS3,Shooter,7.5,1.95,0.65,0.07,0.92,0.3,2015
PS2,Sports,7.5,1.95,1.69,0.04,0.2,0.06,2003
X360,Shooter,8.8,1.95,1.09,0.02,0.65,0.2,2006
XB,Action,9.2,1.95,1.26,0.04,0.61,0.09,2005
PC,Shooter,7.5,1.95,1.09,0.04,0.77,0.09,1995
PS2,Racing,7.5,1.95,0.74,0.04,1.01,0.2,2003
PS3,Racing,9.0,1.95,1.01,0.02,0.63,0.28,2008
PS,Adventure,7.5,1.94,0.59,0.04,1.23,0.13,2001
PS2,Shooter,7.5,1.94,1.42,0.04,0.4,0.12,2002
Wii,Shooter,8.1,1.94,1.17,0.04,0.58,0.18,2008
PS2,Fighting,7.5,1.94,0.95,0.04,0.74,0.25,2003
X360,Racing,7.5,1.94,0.82,0.04,0.94,0.16,2012
X360,Misc,7.5,1.94,1.32,0.04,0.44,0.19,2014
PS,Racing,7.5,1.94,1.41,0.03,0.42,0.07,1997
X360,Sports,8.7,1.94,0.49,0.01,1.26,0.18,2008
PS2,Role-Playing,8.6,1.93,1.0,0.04,0.72,0.21,2004
SAT,Fighting,7.5,1.93,0.34,1.3,0.26,0.03,1996
SNES,Fighting,7.5,1.93,1.48,0.04,0.39,0.06,1994
PC,Simulation,7.5,1.92,1.03,0.04,0.8,0.09,2003
GBC,Adventure,9.4,1.92,0.92,0.41,0.53,0.06,2001
PS3,Misc,8.5,1.92,1.1,0.04,0.55,0.27,2008
XOne,Shooter,7.5,1.92,1.15,0.04,0.59,0.17,2017
PS2,Shooter,9.1,1.92,0.76,0.04,0.96,0.2,2001
PS2,Racing,7.5,1.92,0.94,0.04,0.73,0.25,2004
PS4,Action,7.5,1.91,0.59,0.01,1.0,0.3,2013
XOne,Sports,8.8,1.91,1.63,0.04,0.07,0.2,2017
X360,Racing,8.2,1.91,0.73,0.01,0.96,0.22,2009
GC,Simulation,9.2,1.9,1.03,0.03,0.75,0.09,2001
X360,Action,8.5,1.9,0.86,0.01,0.87,0.16,2013
X360,Action-Adventure,7.5,1.9,1.15,0.0,0.58,0.17,2013
Wii,Misc,7.5,1.89,1.04,0.04,0.66,0.19,2009
PS3,Sports,8.6,1.89,1.56,0.0,0.15,0.18,2008
Wii,Misc,7.5,1.89,0.86,0.0,0.83,0.2,2008
NS,Sandbox,9.2,1.89,0.69,0.52,0.56,0.12,2018
PS,Sports,7.5,1.88,0.25,1.48,0.12,0.03,2000
PS2,Fighting,7.4,1.88,0.92,0.04,0.72,0.24,2004
Wii,Misc,7.5,1.88,1.28,0.04,0.44,0.17,2008
PS2,Shooter,7.5,1.88,0.89,0.09,0.69,0.21,2005
PS,Fighting,7.5,1.88,1.42,0.03,0.36,0.07,1998
PS,Sports,8.8,1.87,0.22,0.04,1.47,0.14,1999
PS2,Misc,7.5,1.87,0.47,0.04,0.08,1.33,2007
PS3,Action,8.1,1.87,1.05,0.08,0.48,0.26,2011
PS2,Misc,8.0,1.86,0.12,0.04,1.37,0.49,2004
PS,Role-Playing,7.8,1.86,0.94,0.39,0.44,0.1,2000
DS,Platform,7.5,1.86,0.94,0.04,0.74,0.18,2010
GBC,Adventure,9.3,1.86,0.87,0.41,0.52,0.06,2001
PS4,Action,7.7,1.86,0.56,0.11,0.9,0.28,2014
PS2,Platform,6.9,1.86,1.12,0.03,0.69,0.02,2004
Wii,Action,6.8,1.86,1.11,0.0,0.56,0.19,2008
PS3,Shooter,7.5,1.86,0.59,0.06,0.93,0.27,2012
PS2,Sports,7.5,1.86,0.91,0.04,0.71,0.24,2001
XB,Sports,7.5,1.86,1.75,0.04,0.03,0.08,2005
DS,Action,7.5,1.85,1.33,0.04,0.37,0.15,2009
PS2,Platform,7.5,1.85,1.33,0.04,0.49,0.03,2004
XOne,Racing,9.2,1.84,0.74,0.01,0.95,0.15,2018
Wii,Misc,6.6,1.84,0.82,0.04,0.82,0.2,2007
PS2,Sports,7.5,1.84,1.53,0.04,0.05,0.25,2005
PS2,Racing,7.5,1.84,0.12,0.42,1.1,0.33,2008
GBA,Misc,7.5,1.83,1.31,0.04,0.49,0.03,2005
PS,Racing,7.5,1.83,1.33,0.03,0.4,0.07,1996
XOne,Role-Playing,8.1,1.83,1.13,0.04,0.53,0.17,2016
PS3,Action-Adventure,7.5,1.83,0.56,0.1,0.89,0.28,2014
PS3,Shooter,9.5,1.82,0.74,0.04,0.74,0.3,2013
GEN,Platform,7.5,1.82,1.24,0.03,0.43,0.12,1994
PS2,Misc,7.5,1.82,1.73,0.04,0.07,0.02,2001
X360,Shooter,9.7,1.82,1.09,0.02,0.53,0.17,2007
3DS,Role-Playing,7.5,1.82,0.12,1.82,0.04,0.01,2017
PC,Simulation,7.5,1.82,1.81,0.04,0.0,0.01,2001
DC,Racing,9.3,1.81,1.1,0.12,0.51,0.08,2000
PS2,Simulation,7.5,1.81,1.05,0.04,0.59,0.18,2003
PS2,Platform,7.5,1.81,0.88,0.04,0.69,0.23,2004
PS3,Sports,7.5,1.81,1.41,0.03,0.21,0.16,2010
PS,Sports,7.5,1.8,1.0,0.04,0.68,0.12,1999
GBA,Platform,7.5,1.8,0.93,0.21,0.59,0.07,2003
PS2,Misc,7.5,1.8,1.0,0.04,0.03,0.77,2008
PS4,Racing,7.5,1.79,0.44,0.03,1.04,0.27,2014
Wii,Action,7.5,1.79,1.01,0.04,0.62,0.15,2011
SNES,Platform,7.5,1.79,1.26,0.08,0.39,0.06,1994
PS,Action,7.5,1.78,1.12,0.04,0.58,0.08,2001
PS2,Action,7.5,1.78,0.39,0.02,1.01,0.36,2005
PS2,Racing,7.5,1.78,1.25,0.04,0.29,0.24,2003
XOne,Action,7.2,1.78,1.14,0.04,0.47,0.17,2018
PS2,Action,7.5,1.77,0.85,0.04,0.76,0.16,2005
PS2,Action,8.0,1.76,0.86,0.04,0.67,0.22,2002
PS2,Simulation,7.5,1.76,0.61,0.02,0.87,0.26,2001
GBA,Action,7.5,1.76,1.26,0.04,0.47,0.03,2007
PS3,Fighting,8.4,1.76,1.07,0.01,0.45,0.24,2009
PS3,Role-Playing,7.5,1.76,0.41,0.72,0.48,0.16,2012
PS2,Platform,6.6,1.76,1.06,0.04,0.54,0.16,2004
GEN,Platform,7.5,1.76,1.02,0.2,0.47,0.07,1994
PS2,Fighting,7.5,1.76,0.86,0.04,0.67,0.22,2004
XB,Shooter,7.5,1.76,1.23,0.04,0.46,0.07,2002
PS,Fighting,7.5,1.76,1.27,0.04,0.42,0.07,1999
Wii,Misc,6.4,1.76,1.15,0.04,0.45,0.16,2007
PS2,Simulation,7.5,1.76,0.52,0.04,0.95,0.29,2004
PS3,Action,8.3,1.75,0.45,0.06,0.92,0.32,2010
PS4,Action,7.5,1.75,0.73,0.07,0.66,0.28,2017
PS,Sports,7.5,1.75,1.68,0.04,0.04,0.04,1999
PS2,Sports,7.5,1.75,0.06,0.53,0.9,0.27,2001
GBA,Misc,7.5,1.75,1.25,0.04,0.46,0.03,2004
XB,Shooter,7.5,1.75,1.24,0.04,0.45,0.07,2004
PS2,Simulation,7.5,1.75,0.85,0.01,0.66,0.22,2008
PS3,Sports,8.5,1.75,0.35,0.02,1.07,0.31,2007
PS,Adventure,7.5,1.74,0.72,0.04,0.89,0.1,1999
XOne,Sports,7.5,1.74,1.39,0.04,0.18,0.18,2014
XOne,Sports,7.5,1.74,1.47,0.04,0.08,0.18,2018
XOne,Fighting,7.5,1.74,1.34,0.04,0.23,0.18,2015
PS4,Action-Adventure,7.5,1.74,0.59,0.06,0.82,0.27,2018
GBA,Platform,8.3,1.73,0.95,0.04,0.7,0.08,2002
PS,Action,4.4,1.73,1.48,0.04,0.2,0.05,1998
GB,Action,7.5,1.73,0.94,0.1,0.62,0.07,2001
PS2,Sports,9.2,1.73,0.85,0.04,0.66,0.22,2001
X360,Shooter,7.5,1.72,1.06,0.01,0.5,0.15,2013
PS2,Shooter,6.8,1.72,0.61,0.04,0.18,0.94,2008
PS4,Fighting,7.5,1.72,0.88,0.04,0.54,0.29,2017
PS2,Sports,7.5,1.72,0.27,1.34,0.11,0.01,2004
Wii,Puzzle,7.5,1.72,1.43,0.04,0.16,0.13,2009
DS,Misc,7.5,1.72,1.16,0.04,0.4,0.16,2007
XB,Sports,7.5,1.72,1.61,0.04,0.03,0.08,2004
PS2,Action,9.7,1.72,0.85,0.04,0.66,0.22,2003
PS4,Shooter,8.9,1.72,0.75,0.06,0.62,0.28,2016
GBA,Puzzle,7.5,1.71,1.25,0.04,0.39,0.06,2001
XB,Racing,7.5,1.71,1.09,0.04,0.55,0.07,2003
Wii,Misc,9.0,1.71,1.17,0.04,0.39,0.15,2009
PS3,Shooter,9.6,1.71,0.83,0.02,0.62,0.24,2011
PS,Platform,7.5,1.71,0.99,0.04,0.64,0.08,1999
DS,Simulation,7.5,1.71,0.7,0.04,0.83,0.19,2008
PC,Shooter,8.0,1.71,0.41,0.04,0.99,0.31,2011
PSV,Shooter,3.2,1.71,0.74,0.07,0.52,0.38,2012
SNES,Puzzle,7.5,1.7,0.12,1.69,0.04,0.01,1993
PS2,Sports,7.5,1.7,0.23,0.0,0.24,1.23,2009
Wii,Sports,5.5,1.7,1.58,0.04,0.04,0.12,2009
DS,Action,7.5,1.7,0.68,0.04,0.82,0.19,2007
X360,Action,7.5,1.7,0.68,0.01,0.88,0.13,2012
PS2,Sports,8.9,1.7,1.41,0.04,0.05,0.23,2006
PC,Simulation,7.5,1.69,0.59,0.04,0.88,0.22,2010
DS,Simulation,7.5,1.69,0.79,0.08,0.66,0.17,2009
3DS,Simulation,7.5,1.69,0.12,1.69,0.04,0.01,2013
PS2,Shooter,7.5,1.69,1.22,0.04,0.34,0.1,2005
GBA,Action,6.6,1.69,0.87,0.08,0.66,0.08,2001
X360,Action-Adventure,7.5,1.69,0.9,0.04,0.64,0.15,2012
X360,Action,7.5,1.69,1.01,0.01,0.51,0.15,2013
PS,Misc,7.5,1.69,0.94,0.04,0.64,0.11,1999
N64,Fighting,7.5,1.69,1.37,0.03,0.28,0.02,1997
GBA,Role-Playing,6.5,1.69,1.52,0.04,0.12,0.05,2002
X360,Racing,6.3,1.69,0.8,0.01,0.7,0.18,2008
PSP,Shooter,7.5,1.68,0.9,0.04,0.47,0.32,2007
PS,Shooter,8.5,1.68,0.38,0.33,0.87,0.1,1997
PS2,Misc,7.5,1.68,0.82,0.04,0.64,0.22,2006
XOne,Shooter,8.5,1.68,0.85,0.02,0.68,0.14,2014
PC,Simulation,7.5,1.68,1.67,0.04,0.0,0.01,2003
PS3,Action,7.9,1.68,0.88,0.02,0.54,0.24,2008
PS3,Role-Playing,8.7,1.67,0.96,0.08,0.42,0.21,2009
PS2,Platform,5.8,1.67,1.08,0.04,0.45,0.14,2003
PS2,Sports,8.1,1.67,1.35,0.04,0.09,0.23,2003
PS,Sports,7.5,1.67,1.09,0.02,0.49,0.07,2001
XB,Shooter,7.5,1.67,1.22,0.04,0.39,0.06,2005
XB,Racing,8.9,1.67,0.97,0.04,0.59,0.07,2003
GBA,Adventure,7.5,1.67,0.59,0.03,0.95,0.1,2001
PS2,Racing,7.5,1.67,1.13,0.04,0.32,0.22,2001
PS3,Shooter,7.5,1.67,0.69,0.13,0.59,0.26,2014
PS2,Sports,7.5,1.67,0.93,0.04,0.52,0.22,2003
PS,Sports,7.5,1.67,1.58,0.04,0.05,0.04,2000
PS3,Fighting,7.5,1.67,0.81,0.01,0.58,0.26,2006
Wii,Misc,7.5,1.66,1.06,0.04,0.44,0.16,2013
Wii,Sports,7.8,1.66,0.93,0.04,0.56,0.16,2008
PS2,Sports,7.5,1.66,0.78,0.06,0.61,0.2,2000
X360,Sports,7.5,1.66,1.37,0.04,0.11,0.17,2014
PS2,Sports,7.5,1.66,0.81,0.04,0.63,0.21,2004
PS2,Sports,7.5,1.66,1.25,0.03,0.15,0.22,2002
X360,Racing,7.9,1.65,0.76,0.02,0.69,0.18,2006
Wii,Simulation,7.1,1.65,0.9,0.04,0.54,0.17,2007
Wii,Action,7.5,1.65,1.21,0.04,0.3,0.14,2008
2600,Puzzle,7.5,1.65,1.54,0.04,0.1,0.02,1982
PS2,Adventure,7.5,1.64,0.54,0.04,0.88,0.22,2004
PS2,Sports,7.5,1.64,1.44,0.04,0.15,0.05,2005
XOne,Action-Adventure,7.5,1.64,0.91,0.04,0.59,0.15,2014
PS2,Sports,7.5,1.64,0.8,0.04,0.63,0.21,2002
PS,Shooter,7.5,1.64,0.93,0.04,0.63,0.08,1999
X360,Shooter,6.7,1.64,1.09,0.02,0.37,0.16,2008
PS4,Role-Playing,7.5,1.64,0.62,0.48,0.34,0.2,2017
2600,Puzzle,7.5,1.64,1.52,0.04,0.1,0.02,1983
PS2,Sports,7.5,1.63,1.18,0.04,0.34,0.1,2003
PS,Platform,9.3,1.63,0.71,0.32,0.48,0.11,1999
XB,Sports,7.5,1.63,1.54,0.04,0.02,0.07,2004
X360,Shooter,7.5,1.63,0.86,0.01,0.62,0.13,2012
PSV,Action,7.9,1.62,0.53,0.13,0.71,0.25,2012
PS4,Shooter,6.2,1.62,0.44,0.07,0.86,0.25,2015
PS2,Sports,7.5,1.62,1.32,0.04,0.09,0.22,2004
PS,Racing,7.5,1.62,0.9,0.04,0.61,0.11,1999
PC,Shooter,8.5,1.62,0.58,0.04,0.82,0.23,2010
PS2,Sports,7.5,1.62,0.8,0.01,0.63,0.19,2005
PS3,Misc,9.1,1.62,0.99,0.04,0.41,0.22,2007
X360,Simulation,7.5,1.62,1.02,0.0,0.46,0.14,2010
PS2,Misc,7.5,1.61,0.12,0.04,1.18,0.43,2005
PS2,Sports,7.5,1.61,0.79,0.04,0.62,0.21,2004
DS,Adventure,7.5,1.61,1.49,0.04,0.0,0.11,2007
XOne,Shooter,7.7,1.61,0.98,0.04,0.48,0.15,2017
PS4,Shooter,7.5,1.61,0.48,0.03,0.84,0.25,2014
PS2,Racing,7.5,1.6,1.3,0.04,0.23,0.07,2005
XOne,Sports,7.5,1.6,1.34,0.04,0.1,0.17,2014
X360,Shooter,7.9,1.6,0.82,0.03,0.6,0.15,2011
2600,Shooter,7.5,1.6,1.49,0.04,0.09,0.02,1982
X360,Action,8.0,1.6,0.59,0.02,0.83,0.17,2010
2600,Platform,7.5,1.59,1.48,0.04,0.09,0.02,1983
PS3,Sports,7.1,1.59,0.04,0.32,1.1,0.13,2008
PS,Fighting,8.6,1.59,0.61,0.46,0.41,0.1,1997
PS,Racing,7.5,1.59,0.88,0.04,0.6,0.1,1999
X360,Adventure,7.9,1.59,0.95,0.04,0.5,0.14,2010
X360,Shooter,8.5,1.59,0.72,0.02,0.69,0.18,2008
PS3,Platform,7.3,1.59,0.6,0.02,0.72,0.25,2011
PS2,Sports,7.5,1.59,1.26,0.04,0.12,0.21,2004
X360,Sports,9.0,1.59,0.59,0.04,0.88,0.12,2015
XOne,Action,7.5,1.58,0.97,0.04,0.46,0.14,2015
Wii,Simulation,7.5,1.58,0.94,0.01,0.48,0.15,2008
GBA,Platform,7.5,1.58,0.85,0.04,0.65,0.08,2002
PS,Misc,7.5,1.58,0.88,0.04,0.6,0.1,2000
PS3,Action,8.2,1.58,0.58,0.34,0.45,0.2,2008
DS,Misc,7.5,1.57,0.63,0.04,0.76,0.18,2008
DS,Misc,7.5,1.57,0.38,0.04,0.98,0.21,2011
PS2,Sports,7.5,1.57,0.77,0.04,0.6,0.2,2001
Wii,Action,7.5,1.57,0.73,0.04,0.69,0.15,2011
PS2,Sports,7.2,1.57,0.1,0.12,0.18,1.16,2009
PS2,Shooter,7.5,1.57,0.98,0.04,0.53,0.06,2002
DS,Misc,7.5,1.57,0.84,0.04,0.57,0.16,2008
Wii,Sports,7.5,1.56,0.86,0.04,0.55,0.15,2008
PS,Action,7.0,1.56,1.32,0.04,0.19,0.05,1995
PS3,Fighting,8.4,1.56,1.06,0.04,0.31,0.19,2011
PS2,Racing,7.5,1.56,0.77,0.04,0.6,0.2,2000
DS,Action,7.5,1.56,1.05,0.04,0.36,0.15,2007
DS,Simulation,7.5,1.56,0.8,0.01,0.59,0.16,2008
X360,Action,7.2,1.56,0.85,0.04,0.55,0.15,2010
PS2,Fighting,7.5,1.56,1.07,0.04,0.4,0.1,2006
XOne,Shooter,7.5,1.55,1.05,0.04,0.35,0.15,2018
N64,Shooter,7.4,1.55,1.13,0.02,0.38,0.03,2000
PS3,Shooter,7.5,1.55,0.72,0.04,0.54,0.26,2013
XB,Shooter,7.5,1.55,0.91,0.04,0.57,0.07,2003
Wii,Misc,8.9,1.55,0.92,0.04,0.48,0.15,2009
PS3,Shooter,8.5,1.55,0.85,0.02,0.46,0.22,2010
PS2,Racing,7.5,1.55,0.76,0.04,0.59,0.2,2002
PS,Action,7.5,1.55,0.57,0.02,0.87,0.09,2001
X360,Racing,8.5,1.54,0.62,0.01,0.79,0.12,2012
PS,Shooter,8.5,1.54,0.85,0.04,0.58,0.1,1996
PS4,Sports,7.5,1.54,0.91,0.01,0.35,0.27,2013
PS2,Role-Playing,8.2,1.54,0.83,0.08,0.44,0.19,2001
Wii,Misc,7.0,1.54,0.42,0.33,0.66,0.13,2011
PS2,Sports,7.5,1.54,1.26,0.04,0.07,0.21,2005
SNES,Fighting,7.5,1.53,1.19,0.04,0.29,0.05,1995
PS,Sports,7.5,1.53,0.85,0.04,0.58,0.1,1998
X360,Misc,7.5,1.53,1.04,0.04,0.35,0.15,2013
PS,Sports,7.5,1.53,1.44,0.04,0.05,0.04,1998
PS3,Sports,7.5,1.52,0.18,0.49,0.65,0.2,2012
